id,title,author,text,label
207,Secret alien base discovered under the ocean,Clickbait Media,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
208,Tech company releases groundbreaking AI tool,John Doe,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
209,Ancient pyramid found on Mars,Anon Source,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
210,Ancient pyramid found on Mars,Clickbait Media,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
211,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
212,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
213,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
214,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
215,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
216,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
217,Historic peace agreement reached between nations,BBC News,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
218,Healthcare reform bill signed into law,NASA Team,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
219,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
220,Ancient pyramid found on Mars,Anon Source,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
221,Man claims to time travel using toaster,Viral Hoax,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
222,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
223,Tech company releases groundbreaking AI tool,John Doe,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
224,Tech company releases groundbreaking AI tool,Health Dept.,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
225,Healthcare reform bill signed into law,Health Dept.,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
226,Secret alien base discovered under the ocean,Fake Buzz,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
227,Miracle cure found for all diseases,Anon Source,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
228,Secret alien base discovered under the ocean,Clickbait Media,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
229,Man claims to time travel using toaster,Fake Buzz,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
230,Miracle cure found for all diseases,Clickbait Media,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
231,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
232,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
233,Tech company releases groundbreaking AI tool,NASA Team,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
234,Miracle cure found for all diseases,Fake Buzz,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
235,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
236,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
237,Secret alien base discovered under the ocean,Anon Source,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
238,Government passes new environmental policy,Health Dept.,Government passes new environmental policy - Details: This is a real news article with verified information.,1
239,Historic peace agreement reached between nations,Jane Smith,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
240,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
241,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
242,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
243,Secret alien base discovered under the ocean,Fake Buzz,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
244,You won't believe what this celebrity did!,Clickbait Media,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
245,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
246,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
247,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
248,Tech company releases groundbreaking AI tool,John Doe,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
249,Secret alien base discovered under the ocean,Fake Buzz,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
250,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
251,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
252,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
253,Man claims to time travel using toaster,Clickbait Media,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
254,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
255,Healthcare reform bill signed into law,Jane Smith,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
256,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
257,Scientists discover new species in Amazon rainforest,John Doe,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
258,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
259,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
260,Secret alien base discovered under the ocean,Viral Hoax,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
261,Historic peace agreement reached between nations,Jane Smith,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
262,Ancient pyramid found on Mars,Fake Buzz,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
263,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
264,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
265,Tech company releases groundbreaking AI tool,Jane Smith,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
266,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
267,Ancient pyramid found on Mars,Viral Hoax,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
268,You won't believe what this celebrity did!,Unknown,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
269,Miracle cure found for all diseases,Viral Hoax,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
270,Ancient pyramid found on Mars,Clickbait Media,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
271,Miracle cure found for all diseases,Viral Hoax,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
272,Man claims to time travel using toaster,Fake Buzz,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
273,Man claims to time travel using toaster,Clickbait Media,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
274,Historic peace agreement reached between nations,Jane Smith,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
275,Scientists discover new species in Amazon rainforest,NASA Team,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
276,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
277,Scientists discover new species in Amazon rainforest,John Doe,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
278,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
279,Historic peace agreement reached between nations,John Doe,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
280,Government passes new environmental policy,BBC News,Government passes new environmental policy - Details: This is a real news article with verified information.,1
281,Government passes new environmental policy,John Doe,Government passes new environmental policy - Details: This is a real news article with verified information.,1
282,Historic peace agreement reached between nations,Health Dept.,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
283,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
284,Scientists discover new species in Amazon rainforest,John Doe,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
285,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
286,Miracle cure found for all diseases,Clickbait Media,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
287,Secret alien base discovered under the ocean,Unknown,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
288,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
289,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
290,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
291,Scientists discover new species in Amazon rainforest,Health Dept.,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
292,Ancient pyramid found on Mars,Viral Hoax,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
293,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
294,Man claims to time travel using toaster,Fake Buzz,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
295,Government passes new environmental policy,BBC News,Government passes new environmental policy - Details: This is a real news article with verified information.,1
296,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
297,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
298,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
299,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
300,Ancient pyramid found on Mars,Anon Source,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
301,Healthcare reform bill signed into law,John Doe,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
302,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
303,Secret alien base discovered under the ocean,Viral Hoax,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
304,Healthcare reform bill signed into law,John Doe,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
305,Ancient pyramid found on Mars,Anon Source,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
306,Miracle cure found for all diseases,Fake Buzz,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
307,Historic peace agreement reached between nations,Jane Smith,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
308,You won't believe what this celebrity did!,Unknown,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
309,Man claims to time travel using toaster,Anon Source,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
310,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
311,Secret alien base discovered under the ocean,Unknown,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
312,Historic peace agreement reached between nations,John Doe,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
313,Tech company releases groundbreaking AI tool,John Doe,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
314,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
315,Ancient pyramid found on Mars,Viral Hoax,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
316,Scientists discover new species in Amazon rainforest,NASA Team,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
317,Ancient pyramid found on Mars,Viral Hoax,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
318,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
319,Healthcare reform bill signed into law,John Doe,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
320,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
321,Historic peace agreement reached between nations,Health Dept.,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
322,Healthcare reform bill signed into law,NASA Team,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
323,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
324,Historic peace agreement reached between nations,Jane Smith,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
325,Man claims to time travel using toaster,Anon Source,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
326,Historic peace agreement reached between nations,NASA Team,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
327,Government passes new environmental policy,Health Dept.,Government passes new environmental policy - Details: This is a real news article with verified information.,1
328,Secret alien base discovered under the ocean,Clickbait Media,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
329,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
330,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
331,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
332,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
333,Historic peace agreement reached between nations,Health Dept.,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
334,Healthcare reform bill signed into law,Jane Smith,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
335,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
336,Government passes new environmental policy,Health Dept.,Government passes new environmental policy - Details: This is a real news article with verified information.,1
337,Man claims to time travel using toaster,Anon Source,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
338,Miracle cure found for all diseases,Unknown,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
339,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
340,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
341,Miracle cure found for all diseases,Viral Hoax,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
342,Scientists discover new species in Amazon rainforest,NASA Team,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
343,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
344,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
345,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
346,Secret alien base discovered under the ocean,Unknown,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
347,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
348,Ancient pyramid found on Mars,Unknown,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
349,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
350,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
351,Historic peace agreement reached between nations,John Doe,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
352,Scientists discover new species in Amazon rainforest,Health Dept.,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
353,Miracle cure found for all diseases,Fake Buzz,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
354,Scientists discover new species in Amazon rainforest,Jane Smith,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
355,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
356,Man claims to time travel using toaster,Fake Buzz,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
357,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
358,Miracle cure found for all diseases,Fake Buzz,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
359,Miracle cure found for all diseases,Clickbait Media,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
360,Healthcare reform bill signed into law,John Doe,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
361,Miracle cure found for all diseases,Fake Buzz,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
362,You won't believe what this celebrity did!,Clickbait Media,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
363,Historic peace agreement reached between nations,John Doe,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
364,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
365,Man claims to time travel using toaster,Unknown,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
366,Man claims to time travel using toaster,Anon Source,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
367,You won't believe what this celebrity did!,Viral Hoax,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
368,Ancient pyramid found on Mars,Fake Buzz,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
369,You won't believe what this celebrity did!,Fake Buzz,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
370,You won't believe what this celebrity did!,Clickbait Media,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
371,Healthcare reform bill signed into law,Jane Smith,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
372,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
373,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
374,Ancient pyramid found on Mars,Clickbait Media,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
375,Ancient pyramid found on Mars,Fake Buzz,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
376,Man claims to time travel using toaster,Viral Hoax,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
377,Historic peace agreement reached between nations,BBC News,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
378,Healthcare reform bill signed into law,Health Dept.,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
379,Secret alien base discovered under the ocean,Anon Source,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
380,Secret alien base discovered under the ocean,Anon Source,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
381,Scientists discover new species in Amazon rainforest,John Doe,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
382,Tech company releases groundbreaking AI tool,BBC News,Tech company releases groundbreaking AI tool - Details: This is a real news article with verified information.,1
383,Ancient pyramid found on Mars,Fake Buzz,Ancient pyramid found on Mars - Details: This claim is unverified and likely to be fake.,0
384,Historic peace agreement reached between nations,BBC News,Historic peace agreement reached between nations - Details: This is a real news article with verified information.,1
385,Healthcare reform bill signed into law,John Doe,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
386,You won't believe what this celebrity did!,Clickbait Media,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
387,Secret alien base discovered under the ocean,Anon Source,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
388,Scientists discover new species in Amazon rainforest,BBC News,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
389,You won't believe what this celebrity did!,Unknown,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
390,Healthcare reform bill signed into law,Jane Smith,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
391,Man claims to time travel using toaster,Viral Hoax,Man claims to time travel using toaster - Details: This claim is unverified and likely to be fake.,0
392,Secret alien base discovered under the ocean,Unknown,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
393,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
394,Healthcare reform bill signed into law,BBC News,Healthcare reform bill signed into law - Details: This is a real news article with verified information.,1
395,Secret alien base discovered under the ocean,Fake Buzz,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
396,Government passes new environmental policy,Health Dept.,Government passes new environmental policy - Details: This is a real news article with verified information.,1
397,Scientists discover new species in Amazon rainforest,John Doe,Scientists discover new species in Amazon rainforest - Details: This is a real news article with verified information.,1
398,Miracle cure found for all diseases,Clickbait Media,Miracle cure found for all diseases - Details: This claim is unverified and likely to be fake.,0
399,You won't believe what this celebrity did!,Anon Source,You won't believe what this celebrity did! - Details: This claim is unverified and likely to be fake.,0
400,Secret alien base discovered under the ocean,Unknown,Secret alien base discovered under the ocean - Details: This claim is unverified and likely to be fake.,0
401,Health Ministry Announces Vaccination Program,,The Ministry of Health announced a new vaccination program targeting rural areas. The plan includes mobile clinics and free immunization for children under the age of five.,1
402,Miracle Toothpaste Grows Hair Overnight,,A toothpaste brand went viral claiming their product could regrow hair overnight. Dermatologists quickly debunked the advertisement as false and misleading.,0
403,Aliens Spotted Over Statue of Liberty,,"A mysterious light appeared over the Statue of Liberty last night. Social media users claim it was an alien spaceship, although no official report has confirmed this.",0
404,Black Tea Reverses Aging Claims Blog,,A blog post claims that drinking three cups of black tea before sleep can reverse aging. The post has no supporting peer-reviewed research and was flagged as misinformation.,0
405,Seaweed-Based Plastic Could Save Oceans,,Researchers in Japan have developed a new biodegradable packaging material made from seaweed. The innovation is expected to reduce plastic waste in oceans significantly.,1
406,TikTok Influencer Predicts Dreams With Phone,,A TikTok influencer claims that sleeping with your phone under your pillow allows the government to send messages into your dreams. No scientific basis exists for this claim.,0
407,"ISS Completes 100,000th Orbit Milestone",,"The International Space Station has completed its 100,000th orbit around Earth, marking a historic milestone in human space exploration, according to NASA.",1
408,Pet Psychic Talks to Dogs With Crystal Collar,,"A self-proclaimed pet psychic went viral claiming she could talk to dogs using a crystal collar. Experts dismissed it as a hoax, calling it pseudoscience.",0
409,Global Literacy Rates Reach Record High,,"A recent UN report shows global literacy rates have reached an all-time high, particularly in developing countries due to increased access to digital education tools.",1
